Post_Link_ID,Question_Score,Question_Title,Question_Content,Answer,Tags
46788577,1,"How to use multiple ""or"" in python code","<p>My code below only prints ""Remove Special Character"". but if i leave only (""#""), it runs very well. </p>

<pre><code>def name_character(word=input(""Username: "")):
    if (""#"") or (""$"") or (""&amp;"") in word:
        return print (""Remove Special Character"")
    if word == """":
        return print (""Enter Username"")
    else: 
        return print (word)

(name_character())
</code></pre>
","def name_character(word=input(""Username: "")):
    if ((""#"") in word )or ((""$"") in word ) or ((""&amp;"") in word ) :
        return print (""Remove Special Character"")
    if word == """":
        return print (""Enter Username"")
    else: 
        return print (word)

(name_character())
",<python><python-3.x>
46995443,1,"how to make a function call other 4 functions to perform 4 arithmetic operation (addition, subtraction, multiplication and division)","<p>I'm finding hard to call other functions. For example, if the user input <code>calculate(2,3,""+"")</code> i want to call the <code>addition()</code> function and show the result. if the user input <code>calculate(2,3,""-"")</code> i want to call the <code>subtraction()</code> function.
this is my code</p>

<pre><code>def addition():
if string == ""+"":
    a = num1 + num2
    print(""addition was performed on the two numbers "", num1, ' and ', num2)
    return a



def subtraction():
if string == ""-"":
    s = num1 - num2
    print(""subtraction was performed on the two numbers "", num1, ' and ', num2)
    return s



def multiplication():
if string == ""*"":
    t = num1 * num2
    print(""multiplication was performed on the two numbers "", num1, ' and ', num2)
    return t



def division():
if string == ""/"":
    d = num1 / num2
    print(""division was performed on the two numbers "", num1, ' and ', num2)
    return d


def calculate(num1, num2, string):
str(string)
</code></pre>

<p>I want the <code>calculate(num1, num2, string)</code> to call the other functions.
by the way im beginner sorry if my code make you confused </p>

<p>**Thanks, domandinho. The if spaces got messed up when I pasted the code here, cheers **</p>
","def addition(num1, num2):
    a = num1 + num2
    print(""addition was performed on the two numbers "", num1, ' and ', num2)
    return a


def subtraction(num1, num2):
    s = num1 - num2
    print(""subtraction was performed on the two numbers "", num1, ' and ', num2)
    return s


def multiplication(num1, num2):
    t = num1 * num2
    print(""multiplication was performed on the two numbers "", num1, ' and ', num2)
    return t


def division(num1, num2):
    d = num1 / num2
    print(""division was performed on the two numbers "", num1, ' and ', num2)
    return d


def calculate(num1, num2, string):
    result = None
    if string == '+':
        result = addition(num1, num2)
    elif string == '-':
        result = subtraction(num1, num2)
    elif string == '*':
        result = multiplication(num1, num2)
    elif string == '/':
        result = division(num1, num2)
    print('Result is ' + str(result))
",<python-3.x>
52453738,1,Merging two sorted linked lists in Python,"<p>I am solving a Leetcode question (Problem #21) that takes two sorted linked lists and returns a sorted, merged linked list. For example, Input: 1->2->4, 1->3->4 and Output: 1->1->2->3->4->4.</p>

<p>I am not super experienced with linked lists, but am trying to tackle more problems to gain exposure. Instead of returning the desired output, of [1,1,2,3,4,4], my code just returns [4]. However, I think the main logic is there, and I am hopefully missing something small.</p>

<pre><code>def mergeTwoLists(self, l1, l2):
        """"""
        :type l1: ListNode
        :type l2: ListNode
        :rtype: ListNode
        """"""
        newList = ListNode(0) # used for single, merged list
        while l1 and l2:
            if l1.val &lt;= l2.val: # compare current node's values
                newList.next = l1
                l1 = l1.next
            else:
                newList.next = l2
                l2 = l2.next

        return newList.next # first node is 0, which we don't want
</code></pre>
","def mergeTwoLists(self, l1, l2):
    newList = ListNode(0)
    cur = newList 
    while l1 and l2:
        if l1.val &lt; l2.val:
            cur.next = l1
            l1 = l1.next
        else:
            cur.next = l2
            l2 = l2.next
        cur = cur.next
    cur.next = l1 or l2 # add non-empty list
    return newList.next
",<python><sorting><merge><linked-list>
47893191,1,Finding a word from a list of strings,"<p>Say I have a list of strings </p>

<pre><code>[""rdfa"", ""gijn"", ""ipqd""]
</code></pre>

<p>and have a variable containing the string ""and"", how would I be able to check if ""and"" is in the list? To make this more clear think of the list as a word search:</p>

<pre><code>rdfa
gijn
ipqd
</code></pre>

<p>I see the vertical word ""and"", but how would I be able to check if the word ""and"" is in the list? Finding horizontal words was much easier, but finding a vertical word is confusing me. I was thinking possibly that I would need to find if the first letter of ""and"" is in any element in the list, then I would need to find if the second letter is in the same column as the first, and also in the row above or below the first letter, and the same for subsequent letters (as I'd like this to work for any length word). However I'm not sure how this would be implemented. I hope the question is clear as it's quite difficult to explain without a showing a word search.</p>
","def transpose(l):
    return map(''.join, zip(*l))

l = [""rdfa"", ""gijn"", ""ipqd""]

if 'and' in transpose(l):
    ...
",<string><python-3.x><list><substring>
46991671,1,"How can I operate, like take square root, of numbers like 2x + 4y + 6z?","<p>I am working on a project for my Applied Mathematics major, basically I have a number class (triangular fuzzy numbers) and I have a function that uses similarity method on fuzzy numbers I give as input.</p>

<p>Problem is, this is a Fuzzy Linear Programming problem, so what I do is let's say:</p>

<p>For fuzzy numbers A, B and C:</p>

<pre><code>Max Z = (2, 3, 4)A (+) (3, 5, 7)B (+) (2, 4, 6)C
</code></pre>

<p>To find Max Z, I have to turn this into the following:</p>

<pre><code>Max Z = Sqrt((1/3)((2Ax + 3Ay + 4Az)^2 + (3Bx + 5By + 7Bz)^2 + (2Cx + 4Cy + 6Cz)^2))
</code></pre>

<p>There is also ranking function, which takes x, y and z of a fuzzy number and gives back (x+2y+z)/4</p>

<p>So for fuzzy number (3, 5, 7)A it has to give back:</p>

<pre><code>(3Ax + 10Ay + 7Az)/4
</code></pre>

<p>What is the best approach to this?</p>

<p>I decided to give my ""Triangular Fuzzy"" or Trifuz class called __type, which is ""Defined"" as default but it has a try/expect method that tries to convert input parameters to create a triangular fuzzy number (like Trifuz([3, 5, 7])) into int and if it is unable, it assigns itself as ""Undefined"" so I can know if a fuzzy numbers is defined as numbers or defined as unknowns.</p>

<p>Problem is, operation on a Fuzzy Number A = (Ax, Ay, Az) is easy, operating on fuzzy number A = (3Ax, 5Ay, 7Az) is hard because I need to be able to operate on these numbers like 3, 5 and 7, while Ax, Ay and Az are reassigned to new values.</p>

<p>What is the best approach to this?</p>

<p>Edit: Also I am talking about operating on numeric part of the unknown number, not operating on unknown part. I want to sqrt(2x) to return 1.414√x.</p>

<p>Forgot to mention that I am trying to do this without using any additional libraries, especially any math related libraries, even Math itself.</p>
","def splitNumber(word):
    split = list(word)
    number = []
    k = 0
    while(True):
        for i in split:
            try:
                number.append(int(i))
                k = k + 1
            except ValueError:
                break
        break
    for i in range(0, k):
        del split[i]
    if(k == 0):
        number.append(1)
    number = """".join(str(x) for x in number)
    split = """".join(split)
    return [number, split]
",<python><python-3.x><math><fuzzy-logic><mathematical-expressions>
46787949,1,Multiple words concordance in a text,"<p>I have a words file to find their concordances in a text (maximum 3 positions right and left)</p>

<p>Words file: </p>

<blockquote>
  <p>buy</p>
  
  <p>time</p>
  
  <p>glass</p>
  
  <p>home</p>
  
  <p>red</p>
</blockquote>

<p>Text file:</p>

<blockquote>
  <p>After almost a decade selling groceries online, Amazon has failed to make a major dent on its own as consumers have shown a stubborn urge to buy items like fruits, vegetables and meat in person.
  Do you find yourself spending more time on your phone than you ... mindlessly passing time on a regular basis by staring at your phone?
  The process can be fraught with anxiety, as many different glass styles are available, and points of view clash on what is proper and necessary</p>
</blockquote>

<p>Script: </p>

<pre><code>def keywordsContext(file, fileName):
    #file: text file
    #fileName: words file

    with open(file, ""r"") as f, open(fileName, ""r"") as fi:

        corpus = f.read().split()
        pivot = fi.read().split()

        for keywords in pivot:
            if keywords in corpus:
                index = pivot.index(keywords)
                contexts = keywords+"":"", pivot[index-3:index], pivot[index+1:index+4]
                print(contexts)
            else:
                pass
</code></pre>

<p>Output: </p>

<blockquote>
  <p>('buy:', [], ['time', 'glass', 'home'])</p>
  
  <p>('time:', [], ['glass', 'home', 'red'])</p>
  
  <p>('glass:', [], ['home', 'red'])</p>
  
  <p>None</p>
</blockquote>

<p>Output I wanted:</p>

<blockquote>
  <p>'buy': stubborn urge to buy items like fruits</p>
  
  <p>'time': yourself spending more time on your phone</p>
  
  <p>'glass': as many different glass styles are available</p>
</blockquote>

<p><strong>EDIT</strong></p>

<p>And... if the same word appears more than once? I did a test (with one more sentence in the corpus to repeat the word 'glass'). I tried putting a while len (corpus) != 0 but it's a loop that repeats with the same outputs...</p>

<pre><code>def keywordsContext(file, fileName):

    with open(file, ""r"") as f, open(fileName, ""r"") as fi:

        corpus = f.read().split()
        pivot = fi.read().split()

        while len(corpus) != 0:

            for keywords in pivot:
                if keywords in corpus:
                    inde = corpus.index(keywords)
                    contexts = keywords+"": ""+ ' '.join(corpus[inde-3:inde+4])
                    print(contexts)
</code></pre>

<p><strong>Output:</strong></p>

<blockquote>
  <p>buy: stubborn urge to buy items like fruits,</p>
  
  <p>time: yourself spending more time on your phone</p>
  
  <p>glass: as many different glass styles are available,</p>
  
  <p>buy: stubborn urge to buy items like fruits,</p>
  
  <p>time: yourself spending more time on your phone</p>
  
  <p>glass: as many different glass styles are available,</p>
  
  <p>buy: stubborn urge to buy items like fruits,</p>
  
  <p>time: yourself spending more time on your phone</p>
  
  <p>glass: as many different glass styles are available,</p>
  
  <p>...</p>
</blockquote>
","def keywordsContext(file, fileName):
#file: text file
#fileName: words file

with open(file, ""r"") as f, open(fileName, ""r"") as fi:

    corpus = f.read().split()
    pivot = fi.read().split()
    for keywords in pivot:
        if keywords in corpus:
            lst_index = 0
            for i in range(0, corpus.count(keywords)):
                inde = corpus.index(keywords, lst_index)
                contexts = keywords+"": ""+ ' '.join(corpus[inde-3:inde+4])
                lst_index = inde+1
                print(contexts)
        else:
            pass
",<python><python-3.x>
45771376,0,Update dictionary - the pythonic way,"<p>I have the following piece of code which I believe can look more pythonic:</p>

<pre><code>def info(self, msg, *args, **kwargs):
    if 'extra' in kwargs:
        kwargs['extra'].update({'session_id': self.session_id})
    else:
        kwargs['extra'] = {'session_id': self.session_id}
</code></pre>

<p>I'm trying check if kwargs have a a dictionary named extra, if it does then add a value to it, otherwise create a new dict.</p>
","def info(self, msg, *args, **kwargs):
    if 'extra' not in kwargs:
        kwargs['extra'] = dict()
    kwargs['extra']['session_id'] = self.session_id
",<python><python-3.x>
44360991,0,removing duplicates from a bool list,"<p>I am trying to get a word in a list that is followed by a word with a ''.'' in it. for example, if this is a list </p>

<pre><code>test_list = [""hello"", ""how"", ""are."", ""you""]
</code></pre>

<p>it would select the word ''you'' I have managed to pull this off but I am trying to ensure that I do not get duplicate words. 
Here is what I have so far</p>

<pre><code>list = []
i = 0
bool = False
words = sent.split()
for word in words:
    if bool:
        list.append(word)
        bool = False
   # the bellow if statment seems to make everything worse instead of fixing the duplicate problem
    if ""."" in word and word not in list:
        bool = True
return list 
</code></pre>
","def getWordAfterDot(words):
    for index, word in enumerate(words):
        if word.endswith('.') and len(words) - index &gt; 1:
            yield words[index + 1]
",<python><python-3.x>
50641445,0,Python 3.6 - How to search through a 2D list and return true or false if an item matches user input,"<p>I am using EDX to start learning python and I am stuck in a project that requires me to create a tic tac toe game.</p>

<p>I believe I have managed to complete most of the functions but when I tried to run the function that checks whether a position is available to be marked as X or O, I always get a false reading. It returns true only for the 7 and not for the rest of the items.</p>

<pre><code>board = [['7', '8', '9'], ['4', '5', '6'], ['1', '2', '3']]

location = input("" Turn, select a number (1, 9): "")

def available(location, board):
    for row in board:
        for col in row:
            if col==location:
                return True
            else:
                return False

print(available(location,board))
</code></pre>

<p>I decided to separate the function from the rest of the code. The code above should be able to search the 2D list and if it finds the number that the user has entered to return true or false. When it does that another function is executed to change that number to X or O depending the player. I tried to run the function without the function and with print instead of return and works fine.</p>

<pre><code>board = [['7', '8', '9'], ['4', '5', '6'], ['1', '2', '3']]

location = input("" Turn, select a number (1, 9): "")
for row in board:
    for col in row:
        if col==location:
            print(""True"")
        else:
            print(""False"")
</code></pre>

<p>Any idea what I am doing wrong?</p>
","def available(location, board):
    for row in board:
        for col in row:
            if col==location:
                return True

    return False
",<python-3.x>
44448198,0,How to sort data of txt file in Python,"<p>I have devices.txt file that looks like this:</p>

<pre><code>tw004:Galaxy S5:Samsung:Mobilni telefon:5
tw002:Galaxy S6:Samsung:Mobilni telefon:1
tw001:Huawei P8:Huawei:Mobilni telefon:4
tw003:Huawei P9:Huawei:Mobilni telefon:3
</code></pre>

<p>Now, I have code like this, and I have to chose how to sort devices in table (for example sort them by code from tw001 to tw004 or sort them by producer's name from A to Z)</p>

<pre><code>def formatheader():
        print(
    ""Code |    Name    |  Producer  |       Description       |  Quantity   |\n""
    ""-----+------------+------------+-------------------------+-------------|"")

def sortbycode():
    devices = open('devices.txt', 'r')
    formatheader()
    for i in devices:
        devices = i.strip(""\n"").split("":"")
        print(""{0:5}|{1:13}|{2:15}|{3:18}|{4:5}"".format(    
            devices[0],
            devices[1],
            devices[2],
            devices[3],
            devices[4]))
    print()
</code></pre>

<p>How to do that?</p>
","def formatheader():
        print(
    ""Code |    Name     |   Producer    |     Description  |  Quantity   |\n""
    ""-----+-------------+---------------+------------------+-------------|"")

def sortbycode():
    device_file = open('devices.txt', 'r')
    formatheader()
    devices = []
    for line in device_file:
        devices.append([i  for i in line.strip(""\n"").split("":"")])
    devices.sort(key=lambda x:x[0])
    for device in devices:
      print(""{0:5}|{1:13}|{2:15}|{3:18}|{4:5}"".format(*device))
sortbycode()
",<python><sorting>
46150425,0,Add all list items to string python,"<p>I have a list
<code>""SecretList""</code>: <code>[""GitHubToken"",""GitHubUser""]</code></p>

<pre><code>def handler(event, context):                 
    response_data = {}
    try:
        param = "" ""
        param_value = [event['SecretList']]
        for i in range(len(param_value)):
            param[i] = “ “.join(map(str, param_value[1])
            value = get_parameters(param[i])
            print (value)

    except Exception as e:
        print (e)
</code></pre>

<p>Need the list items in seperate strings</p>

<pre><code>str1=GitHubToken
str2=GitHubUser
</code></pre>

<p>My logic is not working , can someone suggest me please</p>
","def handler(event, context):                 
response_data = {}
try:
    param = {}
    param_value = event['SecretList']
    for idx, item in enumerate(param_value):
        print (idx)
        value = get_parameters(param_value[idx])
        print (value)

except Exception as e:
    print (e)
",<python-3.6>
53063701,0,How to convert string to dictionary to retrieve one value from it?,"<p>One of my function returns the string  'sumstr' as declared in below function 'def convert_st(self)' :</p>

<pre><code>def covert_st(self):
    sumstr= 'Email: testmail@gmail.com ,Status: Connected, Logstate: On'
    dd ={}
    for st in sumstr:
        key,value=st.split(',')
        dd[key] = value
    print dd
    print dd['Email']
</code></pre>

<p>I am trying to convert the string 'sumstr'  to dictionary and read the value of 'Email' .
But I am getting Error :  ""in covert_st ValueError: need more than 1 value to unpack""</p>
","def covert_st():
    sumstr= 'Email: testmail@gmail.com ,Status: Connected, Logstate: On'
    sumstr = sumstr.split(',')
    dd ={}
    for st in sumstr:
        key,value=st.split(':')
        dd[key] = value
    print dd
    print dd['Email']
",<python-2.7><dictionary>
52306578,0,how to print lines in a txt which fulfills certain condition with python?,"<pre><code>def palindrome_filter(file_name):
    file=open('text_1.txt','r')
    for line in file:
        line=line.rstrip()
        if (is_palindrome(line)):
            print(line)
    file.close()
palindrome_filter('text_1.txt')
</code></pre>

<p>Above are the codes that I wrote. I actually want python to print the certain line which is a palindrome, but it keeps printing true or false instead. I wonder what's wrong with my code. (function to determine whether a line is palindrome is texted, it is correct.)</p>
","def palindrome_filter(file_name):
    file=open('text_1.txt','r')
    for line in file:
        line = line.rstrip()
        if line == line[::-1]:
            print(line)
    file.close()
",<python-3.x>
44373118,0,How to obtain a list of numbers that are divided by a certain number using the filter function in Python?,"<p>I want to write a function that recieves a list and a number and returns another list with all numbers that are divided by the number passed by argument. For example:</p>

<pre><code>filter_list_by_factor([1, 2, 3, 4, 5], 2)
&gt;&gt;&gt; [2, 4]
</code></pre>

<p>So I thought about creating a function called is_factor:</p>

<pre><code>def is_factor(a, b):
    return a % b == 0
</code></pre>

<p>Then, I wanted to call the function this way:</p>

<pre><code>def filter_list_by_factor(numbers_list, number):
    return list(filter(is_factor, numbers_list))
</code></pre>

<p>But it result in this error: <strong><em>TypeError: is_factor() missing 1 required positional argument: 'b'</em></strong></p>

<p>Can you guys help me?</p>
","def is_factor(a, b):
   return [i for i in a if i%b == 0]


print(is_factor([1, 2, 3, 4, 5], 2))
",<python><python-3.x>
44295014,0,How i make the code skip to a certain point in a if-statement,"<p>I'm working on a basic game. I'd like to know how I can make the code go to a specific point in the code/if-statement, rather than starting off at the beginning. </p>

<p>For example, in my code at line 19: <code>kithcen()</code> I don't want to redirect it to the start of the if-statement; again going on the describe the kitchen and then asking for an input: <code>choice02 = raw_input(""What do you do?"")</code>, but rather i want it to directly skip to the input part.</p>

<pre><code>def kitchen():
    print ""You see a dusty old kitchen, nobody has probably used it for quite a while.""
    print ""There are 3 different cupboards(0, 1, 2) or a letter(3) placed on the counter.""
    choice02 = raw_input(""What do you do? &gt;"")

    if choice02 == ""0"" or choice02 == ""first cupboard"" or choice02 == ""check first cupboard"" or choice02 == ""open first cupboard"":
        print ""You see a dusty empty bottles of milks, with spiderwebs at the corners of the cupboard. Nothing of Interest here.""
        raw_input(""&gt;"")
        kitchen()

    elif choice02 == ""1"" or choice02 == ""second cupbaord"" or choice02 == ""check second cupboard"" or choice02 == ""open second cupboard"":
        print ""You see some packs of likely expired cereal and a key(0).""
        choice_02_A = raw_input(""What do you do? &gt;"")

   #----------------------------------------------------------------------------------------------------------#
        if choice02_A == ""pick key"" or choice02_A == ""key"" or choice02_A == ""0"" or choice02_A == ""get key"":
            print ""You picked the key. This probably unlocks some door.""
            raw_input(""&gt; "")
            kitchen()

        elif choice02_A == ""close cupboard"" or choice02_A == ""kitchen"" or choice02_A == ""go back to kitchen"":
            kitchen()

        else:
            print ""Not a valid option.""
   #-----------------------------------------------------------------------------------------------------------#

    elif choice02 == ""2"" or choice02 == ""third cupboard"" or choice02 == ""check third cupboard"" or choice02 == ""open third cupboard"":
        print ""You see an empty or dusty cupboard. Nothing of interest here.""
        raw_input(""&gt; "")
        kitchen()

    elif choice02 == ""3"" or choice02 == ""check letter"" or choice02 == ""letter"" or choice02 == ""read letter"":
        print """"""
        You read the letter:
        \n""Dear Shawn............\n""
        It makes no sense to you.
        """"""


    elif choice02 == ""go back"" or choice02 == ""entrance hall"" or choice02 == ""go to entrance hall"":
        entrance_hall()

else:
    ""Not a valid Option.""
</code></pre>
","def kitchen(already_there=False):
    if not already_there:
        print('...')
    choice02 = raw_input(""What do you do? &gt;"")

    # ...

    elif # ...
        # ...
        kitchen(already_there=True)
",<python-2.7><if-statement>
48566905,0,Retrieve list of weekdays for any case,"<p>Hi everybody I have a small issue of coding:<br>
I have a list of numbers from <code>0</code> to <code>6</code> that represent days of the week from Sunday to Saturday<br>
So <code>Sunday = 0</code> and <code>Saturday = 6</code> 
So the list is <code>[0,1,2,3,4,5,6]</code>  </p>

<p>There is no problem to retrieve the list between two days (or number) if the from &lt; to.<br>
example:<br>
from <code>Monday= 1</code> to <code>Thursday= 4</code> there are these numbers included : <code>[1,2,3,4]</code></p>

<p>Problems come when you have to retrieve the list of days when from > to:
example:<br>
from <code>Friday = 5</code> to <code>Tuesday =2</code> we need to catch this list : <code>[5, 6, 0, 1, 2]</code></p>

<p>Do you have idea how can I code an algorithm or a function that will give me a list of days (here numbers)  to include if I give a number ""from"" and a number ""to"" whatever ""from"" is inferior or superior to the ""to"" value.</p>

<p>Thank you very much for your help.</p>
","def getweekdays(frm, to):
    days = [0,1,2,3,4,5,6]
    if frm &lt;= to:
        return days[frm:to+1]
    else:
        return days[frm:] + days[:to+1]
",<python><algorithm>
53084308,0,Need to append dictionary values to dictionary,"<p>I have function which returns something like this</p>

<pre><code>{a:{b:{c:4}}}
</code></pre>

<p>and when i again call that function in loop it will return </p>

<pre><code>{a:{b:{d:5}}}
</code></pre>

<p>and again it will return</p>

<pre><code>{a:{b:{e:6}}}
</code></pre>

<p>So i want my final output to be <code>{a:{b:{c:4, d:5, e:6}}}</code></p>

<p>I tried </p>

<pre><code>final_output.update(func)
</code></pre>

<p>But this will update as final_output as <code>{a:{b:{e:6}}}</code></p>

<pre><code>    def create_dict(self, make_dict, key, value):
        final_dict = make_dict
        keys = key.split('.')
        latest = keys.pop()
        for key in keys:
            final_dict = final_dict.setdefault(key, {})
        final_dict.setdefault(latest, value)

self.create_dict(status_dict, '{}.{}.{}'.format(name, ton_set.id, ton_id),
                                                  status)
</code></pre>

<p>Here is my function <code>func</code> = <code>create_dict</code>.</p>

<p>Will a <code>defaultdict</code> help me in this situation?</p>
","def update_only_new(original_dict, to_add):
    for key in to_add.iterkeys():
        if key not in original_dict:
            original_dict[key] = to_add[key]
        else:
            update_only_new(original_dict[key], to_add[key])

&gt; dct={} 
&gt; d1 = {'a': {'b': {'c': 4}}} 
&gt; d2 = {'a': {'b': {'d': 5}}}    
&gt; d3 = {'a': {'b': {'e': 6}}} 
&gt; update_only_new(dct,d1) 
&gt; print dct 
  {'a': {'b': {'c': 4}}} 
&gt; update_only_new(dct,d2) 
&gt; print dct 
  {'a': {'b': {'c': 4, 'd': 5}}} 
&gt; update_only_new(dct,d3) 
&gt; print dct 
  {'a': {'b': {'c': 4, 'e': 6,'d': 5}}}
",<python><dictionary>
49786424,0,Building a dictionary with lists using recursion,"<p>I was trying to build a dictionary with recursion for a school project. Right now I think I have the general structure figured out, but I can't figure out how to get the return statement to concatenate pieces of the dictionary together. </p>

<p>I realize this would probably be easier by constructing an empty dictionary then adding to it, but I wanted to see if there were any tricks I could use.</p>

<p>The output I was looking for is:</p>

<pre><code>print(recur_join([1,2,3], ['a', 'b', 'c']))
&gt;&gt;&gt; {1: 'a', 2 : 'b', 3 : 'c'}
</code></pre>

<p>I have tried .update() and something of the form dict(basket_one, **basket_two) from another answer. I may have used them wrong. I am using python 3.</p>

<p>Here is my code as of now:</p>

<pre><code>def recur_join(list1, list2):

    if len(list1) == len(list2):

        if len(list1) == 1:
            return {list1[0]: list2[0]}

        elif len(list1) &gt; 1:
            # dict(basket_one, **basket_two)
            #return dict({list1[0]: list2[0]}, **recur_join(list1[1:], 
    list2[1:]))
            return {list1[0]: list2[0]}.update(recur_join(list1[1:], list2[1:]))

    else:
        print('lists do not match in size')
        return 0
</code></pre>

<p>Any help would be appreciated, sorry if this was answered before.
Thanks!</p>
","def recur_join(list1, list2):
    cur = {}
    if len(list1) == len(list2) and len(list1) &gt; 0:
        cur = {list1[0]: list2[0]}
        if len(list1) &gt; 1:
            cur.update(recur_join(list1[1:], list2[1:]))
    else:
        print('lists do not match in size')
    return cur
",<python-3.x>
52709800,0,return longest word from a string,"<p>I need to define a function called ""len_score"" that returns the length of a word. Call the ""best"" function with the len_score function as a parameter.</p>

<p>Output I want to be:
print(best(len_score, names), ""has the longest name."")</p>

<p>McJagger has the longest name.</p>

<p>My code is:</p>

<pre><code>def len_score(name):
    lst=[len(x) for x in name]
    return lst
def best(lst1,lst2):
    final=zip(lst1,lst2)
    return max final

names = [""Ben"", ""April"", ""Zaber"", ""Alexis"", ""McJagger"", ""J.J."", ""Madonna""]

print(best(len_score, names) == 'McJagger')
</code></pre>

<p>But I got error and not sure how to set condition on the list.</p>
","def len_score(name):
    lst = [len(x) for x in name]
    return lst

def best(func, lst):
    func_lst = func(lst) # call the passed in function ON lst
    return lst[func_lst.index(max(func_lst))]

names = [""Ben"", ""April"", ""Zaber"", ""Alexis"", ""McJagger"", ""J.J."", ""Madonna""]

print(best(len_score, names) == 'McJagger')
",<python><python-3.x>
45442860,0,How to find exact location of a word in list of lists in python(find_word_horizontal),"<p>I have a list of lists:</p>

<pre><code>my_list=[['d','c','d','o','g','q'],
            ['c','c','u','c','m','w'],
            ['x','c','c','a','t','t'],
            ['t','c','e','t','k','e']]

word='cat'
</code></pre>

<p>I want to find the location of the word[0] and return it as a list:
word[0]='c', so my function should return this:</p>

<pre><code>[2,2]...
</code></pre>

<p>If my word is <code>'dog'</code>, My function would return:</p>

<pre><code>[0,2]...
</code></pre>

<p>I have the following code bu it doesn't work.</p>

<pre><code>def find_word_horizontal(my_list, word):
    r=[]
    for row in my_list:
        x = """".join(row)
        s=x.find(word)
        if s != -1:
            a=my_list.index(row)
            r.append(a)
            b=x.index(word[0])
            r.append(b)
    return r
</code></pre>

<p>returns: [2,1] for 'cat' instead [2,2] and [0,1] for  'dog' instead [0,2]</p>
","def find_word_horizontal(my_list, word):
    r=[]
    for row in my_list:
        x = """".join(row)
        s=x.find(word)
        if s != -1:
            a=my_list.index(row)
            r.append(a)
            b=x.index(word)
            r.append(b)
    return r
",<python><python-3.x>
42537691,0,python for loop in matrix to assign values,"<p>I was creating a program that will create a grid and the program will
deside its position by a matrix array you assign at the input.</p>

<p>code: </p>

<pre><code>def onbekende_naam(hoogtes):
    print(hoogtes)
    i = 0
    j = 0
    pos1 = set()

    for hoogtes_subs in hoogtes:
        j = 0
        for hoogtes in hoogtes:
            print(""i = "" + str(i))
            print(""j = "" + str(j))
            pos1.add((i, j))
            print pos1
            j += 1
        i += 1
        #pos1.add((i, j))

    return pos1

#verwerking
print (onbekende_naam(hoogtes)) 
</code></pre>

<p>input:</p>

<pre><code>4 4
1 2 3 4
5 6 7 8
9 1 2 3
4 5 6 7
12 1
</code></pre>

<p>output:</p>

<pre><code>[['1', '2', '3', '4'], ['5', '6', '7', '8'], ['9', '1', '2', '3'], ['4', '5', '6', '7']]
i = 0
j = 0
set([(0, 0)])
i = 0
j = 1
set([(0, 1), (0, 0)])
i = 0
j = 2
set([(0, 1), (0, 0), (0, 2)])
i = 0
j = 3
set([(0, 1), (0, 3), (0, 0), (0, 2)])
i = 1
j = 0
set([(0, 1), (0, 3), (0, 0), (0, 2), (1, 0)])
i = 1
j = 1
set([(0, 1), (0, 0), (0, 2), (1, 0), (0, 3), (1, 1)])
i = 1
j = 2
set([(0, 1), (1, 2), (0, 0), (0, 2), (1, 0), (0, 3), (1, 1)])
i = 1
j = 3
set([(0, 1), (1, 2), (0, 0), (0, 2), (1, 3), (1, 0), (0, 3), (1, 1)])
i = 2
j = 0
set([(0, 1), (1, 2), (0, 0), (0, 2), (2, 0), (1, 3), (1, 0), (0, 3), (1, 1)])
i = 3
j = 0
set([(0, 1), (1, 2), (0, 0), (3, 0), (0, 2), (2, 0), (1, 3), (1, 0), (0, 3), (1, 1)])
set([(0, 1), (1, 2), (0, 0), (3, 0), (0, 2), (2, 0), (1, 3), (1, 0), (0, 3), (1, 1)])
</code></pre>

<p>as you can see it stops incrementing j when the i value is bigger than 2</p>

<p>I'm fairly new at this so thanks for helping</p>
","def onbekende_naam(hoogtes):
    print(hoogtes)
    i = 0
    j = 0
    pos1 = set()

    for hoogtes_subs in hoogtes:
        j = 0
        for another_name_hoogtes in hoogtes:
            print(""i = "" + str(i))
            print(""j = "" + str(j))
            pos1.add((i, j))
            print pos1
            j += 1
        i += 1
        #pos1.add((i, j))

    return pos1

#verwerking
print (onbekende_naam(hoogtes)) 
",<python><arrays><for-loop><matrix>
